10.1002/bit.24571,Confined 3D microenvironment regulates early differentiation in human pluripotent stem cells,"Abstract: The therapeutic potential of human pluripotent stem (hPS) cells is threatened, among various problems, by the difficulty to homogenously direct cell differentiation into specific lineages. The transition from hPSC into committed differentiated cells is accompanied by secretome activity, remodeling of extracellular matrix and self-organization into germ layers. In this work, we aimed to investigate how different three-dimensional microenvironments regulate the early differentiation of the three germ layers in human embryonic stem (hES) cells derived embryoid bodies. In particular, a permeable, biocompatible, hydrogel microwell array was specifically designed for recreating a confined niche in which EB secreted molecules accumulate in accordance with hydrogel diffusional cut-off. Fluorescence recovery after photobleaching technique was performed to accurately evaluate hydrogel permeability, mesh size and diffusional cutoff for soluble molecules. Three different culture conditions of EB culture were analyzed: suspension, confinement in microwells of width/depth ratio 1:1 and 1:2. Results show that EBs cultured in microwells are viable and have comparable average size after 8 days culture. Whole genome microarrays show that significative differential gene expression was observed between suspension and confined EBs culture. In particular, EBs culture in microwells promotes the expression of genes involved in pattern specification processes, brain development, ectoderm and endoderm differentiation. On the contrary, suspension EBs express instead genes involved in mesoderm specification and heart development. These results suggest that local accumulation of EBs secreted molecules drives differentiation patterns, as confirmed by immunofluorescence of germ layer markers, in hydrogel confined EB culture from both hES cells and human induced pluripotent stem (hiPS) cells. Our findings highlight an additional potential role of biomaterial in controlling hPSC differentiation through secreted factor niche specification. Biotechnol. Bioeng. 2012; 109: 31193132. (C) 2012 Wiley Periodicals, Inc. ", Biotechnology & Applied Microbiology 
10.1002/bit.24574,Global regulator engineering significantly improved Escherichia coli tolerances toward inhibitors of lignocellulosic hydrolysates,"Abstract: Lignocellulosic biomass is regarded as the most viable source of feedstock for industrial biorefinery, but the harmful inhibitors generated from the indispensable pretreatments prior to fermentation remain a daunting technical hurdle. Using an exogenous regulator, irrE, from the radiation-resistant Deinococcus radiodurans, we previously showed that a novel global regulator engineering (GRE) approach significantly enhanced tolerances of Escherichia coli to alcohol and acetate stresses. In this work, an irrE library was subjected to selection under various stresses of furfural, a typical hydrolysate inhibitor. Three furfural tolerant irrE mutants including F1-37 and F2-1 were successfully obtained. The cells containing these mutants reached OD600 levels of 4- to 16-fold of that for the pMD18T cells in growth assay under 0.2% (v/v) furfural stress. The cells containing irrE F1-37 and F2-1 also showed considerably reduced intracellular oxygen species (ROS) levels under furfural stress. Moreover, these two irrE mutants were subsequently found to confer significant cross tolerances to two other most common inhibitors, 5-hydroxymethyl-2-furaldehyde (HMF), vanillin, as well as real lignocellulosic hydrolysates. When evaluated in LuriaBertani (LB) medium supplemented with corn stover cellulosic hydrolysate (prepared with a solid loading of 30%), the cells containing the mutants exhibited lag phases markedly shortened by 2444?h in comparison with the control cells. This work thus presents a promising step forward to resolve the inhibitor problem for E. coli. From the view of synthetic biology, irrE can be considered as an evolvable part for various stresses. Furthermore, this GRE approach can be extended to exploit other exogenous global regulators from extremophiles, and the native counterparts in E. coli, for eliciting industrially useful phenotypes. Biotechnol. Bioeng. 2012; 109: 31333142. (C) 2012 Wiley Periodicals, Inc. ", Biotechnology & Applied Microbiology 
10.1016/j.ceramint.2012.05.048,Effects of HA/ZrO2 composite powder on mesenchymal stem cells proliferation and osteogenic differentiation,"Abstract: To evaluate the effects of hydroxyapatite/Zirconiumoxide (HA/ZrO2) composite powder on proliferation and osteogenic differentiation of rabbit mesenchymal stem cells (MSCs) by using molecular biology methods in vitro. HA/ZrO2 composite powder prepared by using powder of HA and ZrO2 with different proportions sintered at 1600 degrees C were compared with pure HA powder and pure ZrO2 powder. The effects of the composite powder suspensions on the proliferation of the rabbit MSCs were measured by the 3-(4,5-Dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide assay (MTT assay), alkaline phosphatase (ALP) activities were measured by the ALP colorimetric assay, and the cellular expression levels of Collagen I, osteocalcin and osteopontin mRNAs were determined by Reverse Transcription Polymerase Chain Reaction (RT-PCR). The HA phase was transformed into the beta-Ca-3(PO4)(2)(beta-TCP), alpha-Ca-3(PO4)(2) and CaZrO3 phases in the composite powder after sintering at 1600 degrees C, with a positive correlation between the contents of the HA phase and the new phases. The MIT assay showed that both pure HA powder and HA containing composite powder were able to promote cellular proliferation, but pure ZrO2 powder had no effect in stimulating cell proliferation (P < 0.05). Vonkossa staining revealed that the composites and pure HA powder were capable of reducing the percentages of positively stained cells. The ALP colorimetric assay demonstrated that the ALP activities of cells maintained in culture media with HA and HA containing composite powder were significantly higher than that of cells cultured in regular media or media containing pure ZrO2 (P < 0.05). RT-PCR results showed that the composite powder were able to stimulate the expression of Collagen I and osteocalcin. The HA/ZrO2 composite powder can also facilitate osteogenic differentiation. (C) 2012 Elsevier Ltd and Techna Group S.r.I. All rights reserved. "," Materials Science, Ceramics "
10.1111/cbdd.12040,"Discovery of Potent, Novel Nrf2 Inducers Via Quantum Modeling, Virtual Screening, and In Vitro Experimental Validation","Abstract: Nuclear factor erythroid 2-related factor 2 (Nrf2) is the master transcription factor of the antioxidant response element pathway, coordinating the induction of detoxifying and antioxidant enzymes. Nrf2 is normally sequestered in the cytoplasm by Kelch-like ECH-associating protein 1 (Keap1). To identify novel small molecules that will disturb Nrf2Keap1 binding and promote activation of the Nrf2- antioxidant response element pathway, we generated a quantum model based on the structures of known Nrf2- antioxidant response element activators. We used the quantum model to perform in silico screening on over 18 million commercially available chemicals to identify the structures predicted to activate the Nrf2- antioxidant response element pathway based on the quantum model. The top hits were tested in vitro, and half of the predicted hits activated the Nrf2-antioxidant response element pathway significantly in primary cell culture. In addition, we identified a new family of Nrf2-antioxidant response element-activating structures that all have comparable activity to tBHQ and protect against oxidative stress and dopaminergic toxins in vitro. The improved ability to identify potent activators of Nrf2 through the combination of in silico and in vitro screening described here improves the speed and cost associated with screening Nrf2-antioxidant response element -activating compounds for drug development. "," Biochemistry & Molecular Biology; Chemistry, Medicinal "
10.1111/cbdd.12046,Probing Secondary Glutaminyl Cyclase (QC) Inhibitor Interactions Applying an in silico-Modeling/Site-Directed Mutagenesis Approach: Implications for Drug Development,"Abstract: Glutaminyl cyclases (QCs) catalyze the formation of pyroglutamate-modified amyloid peptides deposited in neurodegenerative disorders such as Alzheimers disease. Inhibitors of QC are currently in development as potential therapeutics. The crystal structures of the potent inhibitor PBD150 bound to human and murine QC (hQC, mQC) have been described recently. The binding modes of a dimethoxyphenyl moiety of the inhibitor are significantly different between the structures, which contrasts with a similar Ki value. We show the conformation of PBD150 prone to disturbance by proteinprotein interactions within the crystals. Semi-empirical calculations of the enzymeinhibitor interaction within the crystal suggest significant differences in the dissociation constants between the binding modes. To probe for interactions in solution, a site-directed mutagenesis on hQC was performed. The replacement of F325 and I303 by alanine or asparagine resulted in a 800-fold lower activity of the inhibitor, whereas the exchange of S323 by alanine or valine led to a 20-fold higher activity of PBD150. The results provide an example of deciphering the interaction mode between a target enzyme and lead substance in solution, if co-crystallization does not mirror such interactions properly. Thus, the study might provide implications for rapid screening of binding modes also for other drug targets. "," Biochemistry & Molecular Biology; Chemistry, Medicinal "
10.1111/cbdd.12043,"Biological Effects of AL622, a Molecule Rationally Designed to Release an EGFR and a c-Src Kinase Inhibitor","Abstract: In breast cancer cells expressing c-Src and EGFR, a control of one of the two oncogenes over proliferation and invasion is observed, whereas in others, the synergistic interaction between them is required for tumor progression. With the purpose of developing molecules with the highest probability for blocking the adverse effects of these two oncogenes, we designed AL622, which contains a quinazoline head targeted to EGFR and a linker that bridges it to the PP2-like structure for targeting c-Src. In case the entire molecule would not be capable of blocking c-Src, we designed AL622 to hydrolyze to an intact c-Src-targeting PP2 molecule. After confirming its binary c-Src-EGFR targeting potency of AL622, we analyzed its potency in isogenic NIH3T3 cells transfected with EGFR and HER2 and human breast cancer cells known to be dominated by c-Src function. The results showed that in EGFR/HER-2-driven cells, it was more potent than PP2 and its activity was in the same range as the latter in more c-Src-driven cells. Its ability to block motility and invasion was comparable with that of PP2 and corresponding combinations, indicating that AL622 could be a better antitumor agent in cells where c-Src and/or EGFR play a role. "," Biochemistry & Molecular Biology; Chemistry, Medicinal "
10.1111/j.1467-8659.2012.03222.x,Extraction of Dominant Extremal Structures in Volumetric Data Using Separatrix Persistence,"Abstract: Extremal lines and surfaces are features of a 3D scalar field where the scalar function becomes minimal or maximal with respect to a local neighborhood . These features are important in many applications, e.g. computer tomography, fluid dynamics, cell biology . We present a novel topological method to extract these features using discrete Morse theory. In particular, we extend the notion of separatrix persistence from 2D to 3D, which gives us a robust estimation of the feature strength for extremal lines and surfaces. Not only does it allow us to determine the most important (parts of) extremal lines and surfaces, it also serves as a robust filtering measure of noise-induced structures. Our purely combinatorial method does not require derivatives or any other numerical computations . "," Computer Science, Software Engineering "
10.1007/s10658-012-0046-x,Characterization of Clavibacter michiganensis subsp. michiganensis strains from recent outbreaks of bacterial wilt and canker in Serbia,"Abstract: Sixty-eight Clavibacter michiganensis subsp. michiganensis (Cmm) strains from recent outbreaks of bacterial wilt and canker in Serbia were collected from several tomato growing regions during a three-year period. The pathogen was identified based on bacteriological characteristics and pathogenicity tests and the identity of strains was confirmed by DAS ELISA and PCR amplification using primers CMM5/6 and PSA4/R. The strains showed homogeneity in biochemical and physiological properties. However, pathogenicity tests revealed differences in virulence that are presumably due to a loss of the pat-1 gene. Further strain characterization using DNA-based methods revealed a high diversity of the Serbian Cmm strains. Based on multi-locus sequence typing (MLST) analyses of five genes, Cmm strains were divided into seven groups. The pulsed-field gel electrophoresis (PFGE) pattern of a selection of strains supported the groupings based on trees of the kdpA/sdhA sequences. On the other hand, groupings made according to PFGE and MLST were not correlated to plasmid content in all cases. This study suggested that high genetic variability of the Serbian Cmm strains was detected both in MLST and PFGE analyses, and could have resulted either from new Cmm strains being introduced by seeds from different origins or as a consequence of an intraspecific hybridization process. In addition, this study proposed MLST as an efficient tool in epidemiological studies, population biology investigations and tracking the routes of transmission of pathogens. Four of the five house-keeping genes (kdpA, sdhA, ligA and gyrB) selected to characterize Cmm strains proved to be suitable for the MLST analysis. This is the first study carried out on the characterization of Cmm using MLST. ", Agronomy; Plant Sciences; Horticulture 
10.1007/s12026-012-8313-7,The biology of chemokines and their receptors,"Abstract: This article summarizes the work done by our laboratory and by our collaborators on the biological role of chemokines and their receptors. Using both gain-of-function and loss of function genetic approaches, we have demonstrated that chemokines are important for the homeostatic distribution of leukocytes in tissues and for their mobilization from the bone marrow. We have also shown that chemokines are important players in inflammation and autoimmunity and that they contribute to lymphoid organogenesis, angiogenesis, and immune regulation. Together, our results and those of the literature suggest an important role for chemokines in homeostasis and disease and characterize chemokines as important targets for therapeutic intervention. ", Immunology 
10.1007/s12026-012-8322-6,Computational approaches to understanding dendritic cell responses to influenza virus infection,"Abstract: The evolution of immunology research from measurements of single entities to large-scale data-intensive assays necessitates the integration of experimental work with bioinformatics and computational approaches. The introduction of physics into immunology has led to the study of new phenomena, such as cellular noise, which is likely to prove increasingly important to understand immune system responses. The fusion of ""hard science"" and biology is also leading to a re-examination of data acquisition, analysis, and statistical validation and is resulting in the development of easy-to-access tools for immunology research. Here, we review some of our models, computational tools, and results related to studies of the innate immune response of human dendritic cells to viral infection. Our project functions on an open model across institutions with electronic record keeping and public sharing of data. Our tools, models, and data can be accessed at http://tsb.mssm.edu/primeportal/. ", Immunology 
10.1007/s12026-012-8312-8,Delineating the autoimmune mechanisms in Graves' disease,"Abstract: The immunologic processes involved in autoimmune thyroid disease (AITD), particularly Graves' disease (GD), are similar to other autoimmune diseases with the emphasis on the antibodies as the most unique aspect. These characteristics include a lymphocytic infiltrate at the target organs, the presence of antigen-reactive T and B cells and antibodies, and the establishment of animal models of GD by antibody transfer or immunization with antigen. Similar to other autoimmune diseases, risk factors for GD include the presence of multiple susceptibility genes, including certain HLA alleles, and the TSHR gene itself. In addition, a variety of known risk factors and precipitators have been characterized including the influence of sex and sex hormones, pregnancy, stress, infection, iodine and other potential environmental factors. The pathogenesis of GD is likely the result of a breakdown in the tolerance mechanisms, both at central and peripheral levels. Different subsets of T and B cells together with their regulatory populations play important roles in the propagation and maintenance of the disease process. Understanding different mechanistic in the complex system biology interplay will help to identify unique factors contributing to the AITD pathogenesis. ", Immunology 
10.1007/s12026-012-8335-1,Myeloid-derived suppressor cells in transplantation and cancer,"Abstract: Myeloid-derived suppressor cells (MDSC) are myeloid cells that suppress the immune response, a definition that reflects both their origin and their function. As negative regulators of the immune response, MDSC represent a novel therapeutic approach for manipulating the immune system toward tolerance or immunity. MDSC are present in cancer patients and tumor-bearing mice and are in part responsible for the inhibition of the cell-mediated immune response against the tumor. Our laboratories investigate the immunologic mechanisms of tumor acceptance mediated by MDSC, which can be exploited to prevent allograft rejection in transplantation. A better understanding of MDSC biology will open new avenues for therapeutic intervention, either by inhibiting their function (i.e. in cancer patients), or by enhancing their suppressive effects and promoting their expansion (i.e. in organ transplantation and alloimmune responses). In this review, we summarize some of the critical aspects of the immunoregulatory function of MDSC in cancer and transplantation and discuss their potential clinical applications. ", Immunology 
10.1007/s10637-012-9798-6,Aurora kinase inhibitors: Progress towards the clinic,"Abstract: The Aurora kinases (serine/threonine kinases) were discovered in 1995 during studies of mutant alleles associated with abnormal spindle pole formation in Drosophila melanogaster. They soon became the focus of much attention because of their importance in human biology and association with cancer. Aurora kinases are essential for cell division and are primarily active during mitosis. Following their identification as potential targets for cancer chemotherapy, many Aurora kinase inhibitors have been discovered, and are currently under development. The binding modes of Aurora kinase inhibitors to Aurora kinases share specific hydrogen bonds between the inhibitor core and the back bone of the kinase hinge region, while others parts of the molecules may point to different parts of the active site via noncovalent interactions. Currently there are about 30 Aurora kinase inhibitors in different stages of pre-clinical and clinical development. This review summarizes the characteristics and status of Aurora kinase inhibitors in preclinical, Phase I, and Phase II clinical studies, with particular emphasis on the mechanisms of action and resistance to these promising anticancer agents. We also discuss the validity of Aurora kinases as oncology targets, on/off-target toxicities, and other important aspects of overall clinical performance and future of Aurora kinase inhibitors. ", Oncology; Pharmacology & Pharmacy 
